,container_type,source,bib,filled,gsrank,pub_url,author_id,num_citations,url_scholarbib,url_add_sclib,citedby_url,url_related_articles,eprint_url
10,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': ""Oba Akenzua II's restitution requests"", 'author': ['O Akenzua II'], 'venue': 'NA', 'pub_year': 'NA', 'abstract': ""restitution requests 23  and historian Sweet Ufumwen Ebeigbe about the wooden stools could also help to explain the symbols on the bronze throne stools  learned from Seligman that Sotheby's had not sold all the pieces from the Moor Collection, and that Benin bronzes were to""}",False,11,http://audreyperaldi.com/txt/2017_oba_akenzua_II_restitution_requests.pdf,[''],0,/scholar?q=info:NIEiUy76qdsJ:scholar.google.com/&output=cite&scirp=10&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D10%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=NIEiUy76qdsJ&ei=7TnGYOi_EtCH6rQPtPyB4AI",,"/scholar?q=related:NIEiUy76qdsJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",http://audreyperaldi.com/txt/2017_oba_akenzua_II_restitution_requests.pdf
11,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Problematizing the Encyclopedic Museum: The Benin Bronzes and Ivories in Historical Context', 'author': ['N Brodie'], 'pub_year': '2018', 'venue': 'Unmasking Ideologies: The Vocabulary and Symbols …', 'abstract': 'then-recently retired Louvre curator Germain Bazin opined that “restitution was effected  FIGURE Benin bronze head advertis- ing Liverpool World Museum, Liverpool city center, September  3: BENIN BRONZES AND IVORIES IN HISTORICAL CONTEXT 79 haps, in the collective'}",False,12,https://books.google.com/books?hl=en&lr=&id=a2mRDwAAQBAJ&oi=fnd&pg=PA61&dq=benin+bronzes+restitution&ots=xGuPyGhTc_&sig=Xu1pjld8-dcDLdAJ27WB2uF7WaM,['EoG5dZQAAAAJ'],3,/scholar?q=info:X6XrGnLFW98J:scholar.google.com/&output=cite&scirp=11&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D10%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=X6XrGnLFW98J&ei=7TnGYOi_EtCH6rQPtPyB4AI","/scholar?cites=16094674787207193951&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:X6XrGnLFW98J:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",https://escholarship.org/content/qt3bd39446/qt3bd39446.pdf#page=95
12,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Momentum Builds for the Restitution of African Art', 'author': ['SO Ogbechie'], 'pub_year': '2019', 'venue': 'Current History', 'abstract': 'Western mu- seums favor loans over actual restitution because this allows them to set the conditions for how such works should be  comprising Nigerian and European museum of- ficials, announced an agreement for European in- stitutions to “loan” the Benin bronzes to Nigeria'}",False,13,https://online.ucpress.edu/currenthistory/article-abstract/118/808/194/107500,['GiTNVkMAAAAJ'],1,/scholar?q=info:RmeSlHRUJDEJ:scholar.google.com/&output=cite&scirp=12&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D10%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=RmeSlHRUJDEJ&ei=7TnGYOi_EtCH6rQPtPyB4AI","/scholar?cites=3541048066705614662&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:RmeSlHRUJDEJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
13,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Restitution of antiquities to Sub-Saharan Africa: the booty and captivity: a study of some of the unsuccessful efforts to retrieve cultural objects purloined in the age of …', 'author': ['F Shyllon'], 'pub_year': '2015', 'venue': 'Art Antiquity & L.', 'abstract': ""It is said that taking Nigerian art works out for exhibitions like 'BRONZE', 'Dynasty and Divinity: Ife Art in Ancient Nigeria' and  it was too delicate to travel and, as mentioned above, a master of the guild that still makes bronzes and ivory art works for the Oba of Benin came to""}",False,14,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/artniqul20&section=38,[''],1,/scholar?q=info:QhX7Heoj1WwJ:scholar.google.com/&output=cite&scirp=13&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D10%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=QhX7Heoj1WwJ&ei=7TnGYOi_EtCH6rQPtPyB4AI","/scholar?cites=7842213814567900482&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:QhX7Heoj1WwJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
14,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Ethnography, Popular Culture, and Institutional Power: Narratives of Benin Culture in the British Museum, 1897-1992', 'author': ['AE Coombes'], 'pub_year': '1997', 'venue': 'Studies in the History of Art', 'abstract': ""Finds that the ambiguous status attributed to the Benin bronzes in 1897, after the British sacked and looted the royal court of Benin, has continuing  Topic : 530 - BIBLIOGRAPHIE D'HISTOIRE DE L'ART ; French keywords : Britanniques ; Bronze ; Bénin, royaume du""}",False,15,http://www.openbibart.fr/item/display/10068/937630,[''],10,/scholar?q=info:BBRjZNTM02QJ:scholar.google.com/&output=cite&scirp=14&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D10%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=BBRjZNTM02QJ&ei=7TnGYOi_EtCH6rQPtPyB4AI","/scholar?cites=7265375836468089860&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:BBRjZNTM02QJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
15,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Regarding the problem of restitution of African art pieces removed from Benin during the British military expedition of 1897: practice and legal aspects', 'author': ['SB Chebanenko'], 'pub_year': '2020', 'venue': 'NA', 'abstract': '25 Benin bronzes sold to Nigeria. BBC News. 27.03.2002. URL: http://news.bbc.co.uk/2/hi/entertain- ment/1896535.stm (дата обращения: 10.04.2020); Kennedy M. British Museum sold precious bronzes  (UK to assist Nigeria retrieve stolen Ife Bronze Head. The News'}",False,16,https://dspace.spbu.ru/bitstream/11701/25183/1/319-335.pdf,[''],0,/scholar?q=info:FSA3h7QN-7QJ:scholar.google.com/&output=cite&scirp=15&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D10%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=FSA3h7QN-7QJ&ei=7TnGYOi_EtCH6rQPtPyB4AI",,,https://dspace.spbu.ru/bitstream/11701/25183/1/319-335.pdf
16,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Walker and the restitution of two Benin bronzes', 'author': ['P Layiwola'], 'venue': 'NA', 'pub_year': 'NA'}",False,17,,[''],5,/scholar?q=info:5q_5vIOclvMJ:scholar.google.com/&output=cite&scirp=16&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D10%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=5q_5vIOclvMJ&ei=7TnGYOi_EtCH6rQPtPyB4AI","/scholar?cites=17552388687348215782&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:5q_5vIOclvMJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
17,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Possessing Possession: Who Owns Benin Artefacts', 'author': ['AA Adewunmi'], 'pub_year': '2015', 'venue': 'Art Antiquity & L.', 'abstract': ""In this regard, see Wayne Sandholtz, 'Plunder, Restitution, and International Law' (2010) 17  The bronze plaques depict figures who by their clothing and attributes, can be  These Benin bronzes whose function was to document courtly history and dynastic relations, ended up""}",False,18,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/artniqul20&section=25,['dLFq0jAAAAAJ'],0,/scholar?q=info:A75gaCBXRJ8J:scholar.google.com/&output=cite&scirp=17&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D10%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=A75gaCBXRJ8J&ei=7TnGYOi_EtCH6rQPtPyB4AI",,"/scholar?q=related:A75gaCBXRJ8J:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
18,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'African Restitution in a North American Context: A Debate, A Summary, and a Challenge', 'author': ['AM Maples'], 'pub_year': '2020', 'venue': 'african arts', 'abstract': ""during panels and roundtables at the November 2019 African Studies Association meetings in Boston, where the debates were fierce, and a February 2020 discussion at San Francisco's de Young Museum that reflected on the restitution of art from the Benin Kingdom, long at""}",False,19,https://www.mitpressjournals.org/doi/abs/10.1162/afar_a_00546,[''],0,/scholar?q=info:QqdbLpeR6XkJ:scholar.google.com/&output=cite&scirp=18&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D10%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=QqdbLpeR6XkJ&ei=7TnGYOi_EtCH6rQPtPyB4AI",,"/scholar?q=related:QqdbLpeR6XkJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
19,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'BENIN OBJECTS: RETURN OF STOLEN OBJECTS OR RESTITUTION OF OBJECTS OF CULTURAL VALUE?', 'author': ['A ADEWUMI'], 'pub_year': '2019', 'venue': 'INTERNATIONAL REVIEW OF LAW AND …', 'abstract': ""ADEWUMI: Benin Objects: Return of Stolen Objects or Restitution of Objects of Cultural Value  5. Conclusion The Benin Bronzes were carted away from Benin Kingdom as spoils of war at a time the Nigerian state was yet to be in existence and as such do not qualify as 'stolen""}",False,20,https://www.nigerianjournalsonline.com/index.php/IRLJ/article/view/275,['dLFq0jAAAAAJ'],0,/scholar?q=info:URgYj78mvtcJ:scholar.google.com/&output=cite&scirp=19&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D10%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=URgYj78mvtcJ&ei=7TnGYOi_EtCH6rQPtPyB4AI",,"/scholar?q=related:URgYj78mvtcJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",https://www.nigerianjournalsonline.com/index.php/IRLJ/article/download/275/268
20,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'BENIN DIALOGUE GROUP: Perhaps No Longer a Dialogue with the Deaf! University of Cambridge Students to the Rescue!', 'author': ['F Shyllon'], 'pub_year': '2017', 'venue': 'Art Antiquity & Law', 'abstract': 'The third meeting, from 19th to 20th February 2013 in Benin City, was called Meeting of Nigerian Officials and European Museum Representatives over the Benin Bronzes in European Museums  Among the Benin objects looted in 1897 is a bronze cockerel (an Okukor'}",False,21,https://go.gale.com/ps/i.do?id=GALE%7CA531979062&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=13622331&p=AONE&sw=w,[''],2,/scholar?q=info:gsy8m9ynoZAJ:scholar.google.com/&output=cite&scirp=20&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D20%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=gsy8m9ynoZAJ&ei=7znGYIrxDYmyyASJmIS4AQ","/scholar?cites=10421795578659523714&as_sdt=5,33&sciodt=0,33&hl=en","/scholar?q=related:gsy8m9ynoZAJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
21,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'BENIN DIALOGUE GROUP: Benin Royal Museum--Three Steps Forward, Six Steps Back', 'author': ['F Shyllon'], 'pub_year': '2018', 'venue': 'Art Antiquity & Law', 'abstract': ""of Wales to support the agitation for the return of some of the Benin bronzes to Nigeria  published many strident articles calling for the return of African artefacts' Yet no Benin bronze or other  An 'all or nothing' approach to restitution has proven to be a road that leads nowhere""}",False,22,https://go.gale.com/ps/i.do?id=GALE%7CA577513326&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=13622331&p=AONE&sw=w,[''],3,/scholar?q=info:So0j_Aia_1UJ:scholar.google.com/&output=cite&scirp=21&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D20%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=So0j_Aia_1UJ&ei=7znGYIrxDYmyyASJmIS4AQ","/scholar?cites=6196840975665696074&as_sdt=5,33&sciodt=0,33&hl=en",,
22,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Restitution of the Benin Bronzes: A Study in Post-colonial Ethics', 'author': ['C Scott'], 'pub_year': '2006', 'venue': 'NA'}",False,23,,[''],0,/scholar?q=info:ItXnqGVEQPEJ:scholar.google.com/&output=cite&scirp=22&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D20%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=ItXnqGVEQPEJ&ei=7znGYIrxDYmyyASJmIS4AQ",,,
23,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'A Critical Analysis of the Savoy-Sarr Report (The Restitution of African Cultural Heritage: Toward a New Relational Ethics)', 'author': ['C Moore'], 'pub_year': '2020', 'venue': 'NA', 'abstract': 'differing perspectives opening dialogue to review restitution cases individually.12 11 For example, the increase in Benin bronze production following the start of Portuguese trade at the end of the 15th Century. 12 Michael F. Brown'}",False,24,https://search.proquest.com/openview/1bae1fe05453074c7318dbc579a9d53d/1?pq-origsite=gscholar&cbl=51922&diss=y,[''],0,/scholar?q=info:Yo_8avMkBB8J:scholar.google.com/&output=cite&scirp=23&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D20%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=Yo_8avMkBB8J&ei=7znGYIrxDYmyyASJmIS4AQ",,"/scholar?q=related:Yo_8avMkBB8J:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
24,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'THE KING, THE BRIT, THE BRONZE AND THE CARTOON', 'author': ['M Bowles'], 'pub_year': '2000', 'venue': 'Journal of Museum Ethnography', 'abstract': ""The return of the bronze could be seen as an act of millennial comradeship between countries or institutions aiming to encourage  their position clear on the legal obligation of restitution, hence this paper's solution to the question of the restitution of the Benin bronzes could go""}",False,25,https://www.jstor.org/stable/40793652,[''],0,/scholar?q=info:BeDACyYoFdQJ:scholar.google.com/&output=cite&scirp=24&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D20%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=BeDACyYoFdQJ&ei=7znGYIrxDYmyyASJmIS4AQ",,"/scholar?q=related:BeDACyYoFdQJ:scholar.google.com/&scioq=benin+bronzes+restitution&hl=en&as_sdt=0,33",
25,Publication,PublicationSource.PUBLICATION_SEARCH_SNIPPET,"{'title': 'Alexander the Great 77 Alliance to Reduce Crime Against Heritage (ARCH) 25, 296 Ancient monuments, damage, definitions 330 history of protection in England 303', 'author': ['Q Dynasty'], 'pub_year': 'NA', 'venue': 'expert evidence', 'abstract': '87, 90 95-99 264-266 146 et seq 49 47, 49, 54, 58, 64 230, 370, 375 229 -242 Bill of sale, 154 British Library, restitution claims 247-50 British Library, 295 British Museum, Benin Bronzes 240 Nigerian and Ethiopian artefacts 371, 373, 376-377, 379, 380-381 Bulgaria, radio'}",False,26,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/artniqul20&section=39,[''],0,/scholar?q=info:DE_ZpunmHYkJ:scholar.google.com/&output=cite&scirp=25&hl=en,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3Dbenin%2Bbronzes%2Brestitution%26hl%3Den%26start%3D20%26as_sdt%3D0,33&citilm=1&json=&update_op=library_add&info=DE_ZpunmHYkJ&ei=7znGYIrxDYmyyASJmIS4AQ",,,
