,author,count,surname,race,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",african
557,ja robinson,3,robinson,"GreaterEuropean,British",0.0010471852,0.0018323647,0.0033381635,0.0019577187,0.0002605109,0.9039728,0.0010238255,0.027391193,0.028924024,0.00064757885,0.011146871,0.014765417,0.0036923578,Non-African
217,c scott,3,scott,"GreaterEuropean,British",0.0047239577,0.004602213,0.0065564616,0.0032847791,0.0025778078,0.91426617,0.0028457216,0.023799099,0.017635781,0.0016517797,0.0067549804,0.009550824,0.0017504009,Non-African
222,c stahn,3,stahn,"GreaterEuropean,Jewish",0.0013647808,0.0007064512,0.0015364499,0.0027255008,0.0026880843,0.0420974,0.1050343,0.47494933,0.012859011,0.28142273,0.014533136,0.011340031,0.04874281,Non-African
96,ae coombes,3,coombes,"GreaterEuropean,British",0.0021934242,0.0013953372,0.0030427843,0.0017151545,0.00061397156,0.9769363,0.00030105762,0.0042335624,0.004595221,0.00033018453,0.002368338,0.0018578762,0.00041668478,Non-African
257,d acemoglu,3,acemoglu,"GreaterEuropean,WestEuropean,Italian",0.00090817054,0.0049601435,0.0060259625,0.22908889,0.027075492,0.23272276,0.006291416,0.068285204,0.014483493,0.0036201475,0.06184324,0.3417025,0.002992669,Non-African
916,re howard-hassmann,3,howard-hassmann,"GreaterEuropean,WestEuropean,Germanic",0.0016750025,0.002834096,0.00026810163,0.00092777715,0.0023366383,0.20987606,0.0054518506,0.05275178,0.016995868,0.3388665,0.026610322,0.011465655,0.32994038,Non-African
26,a gallay,3,gallay,"GreaterEuropean,WestEuropean,French",0.00021100318,0.00030499304,0.023138925,0.09225092,0.015511372,0.34746426,0.0020826657,0.014199797,0.46618125,0.003111561,0.0174161,0.012386511,0.0057406626,Non-African
877,r aldrich,3,aldrich,"GreaterEuropean,EastEuropean",0.01045322,0.0076113064,0.00841421,0.011146468,0.029388934,0.208572,0.31796294,0.15607658,0.035636302,0.102050975,0.06251178,0.038834408,0.011340892,Non-African
921,rk paterson,3,paterson,"GreaterEuropean,British",0.00060785154,0.00056872313,0.0017326925,0.002257622,0.00024064323,0.9378342,0.0005953222,0.0085832225,0.025669988,0.000989179,0.0067801755,0.010287861,0.0038524366,Non-African
218,c seignobos,2,seignobos,"GreaterEuropean,WestEuropean,Hispanic",0.0035207854,0.0098532215,0.0013098163,0.02385978,0.0036390156,0.014839303,0.004267466,0.022485266,0.13684112,0.014466436,0.6414185,0.12073548,0.0027638678,Non-African
544,j stanyard,2,stanyard,"GreaterEuropean,British",0.0071416716,0.0010132092,0.0013707876,0.0002385666,8.0878286e-05,0.93445426,0.0012845333,0.003768669,0.03889349,0.0021613429,0.003731589,0.0048443214,0.0010166666,Non-African
142,b lawal,2,lawal,"GreaterAfrican,Muslim",0.0011196394,0.00019949986,0.18636444,0.11466051,0.54133475,0.055145558,0.007520442,0.03848408,0.016548283,0.016716078,0.0053395214,0.0070315492,0.009535645,African
464,h lebovics,2,lebovics,"GreaterEuropean,Jewish",0.00022528153,0.0016715289,0.0012147765,0.00038621706,0.00064510887,0.106973164,0.023454389,0.82627386,0.019962566,0.00045519948,0.0120664695,0.0029419416,0.0037295716,Non-African
225,c trautmann-waller,2,trautmann-waller,"GreaterEuropean,WestEuropean,Germanic",0.0022619634,0.00093407405,0.004673184,0.0073304116,0.0015117049,0.18056886,0.029661642,0.05166021,0.15188034,0.4045814,0.08920137,0.023534527,0.052200258,Non-African
232,c wingfield,2,wingfield,"GreaterEuropean,British",0.0018449168,0.00070739485,0.0010265822,0.0005481836,4.111846e-05,0.96403486,0.0018384053,0.017086416,0.00787253,0.00064399024,0.0035276886,0.0005475966,0.00028037318,Non-African
509,j blake,2,blake,"GreaterEuropean,British",0.0118965255,0.0005912186,0.035795536,0.009404345,0.0033312645,0.814752,0.009228339,0.057595965,0.0073594665,0.009853179,0.010460394,0.0059736767,0.023758195,Non-African
239,ci njoku,2,njoku,"GreaterAfrican,Africans",0.0006897098,0.006304302,8.416857e-05,0.9662407,0.00016611427,0.02355637,1.5614645e-05,0.00016824139,0.0018591359,5.659242e-06,0.00068959565,0.00021846202,1.9594336e-06,African
491,i pezzini,2,pezzini,"GreaterEuropean,WestEuropean,Italian",2.9091432e-05,8.380766e-05,0.00020292589,0.00067083415,0.00096444186,0.0053800507,0.0031964635,0.002276543,0.02424144,0.0006745396,0.045996647,0.9161656,0.00011765436,Non-African
471,h tourneux,2,tourneux,"GreaterEuropean,WestEuropean,French",0.00046989563,1.8999663e-06,0.0011469994,0.0036588775,0.0005627249,0.06638571,0.0030671787,0.005658936,0.90059644,0.00023658367,0.017729381,0.00039437172,9.1021175e-05,Non-African
240,cj spring,2,spring,"GreaterEuropean,British",0.0012402984,0.001904775,0.00089442456,0.0037747866,0.0023846773,0.86943096,0.0071712183,0.02179567,0.005610848,0.02212487,0.031149646,0.004231051,0.028286759,Non-African
278,d hicks,2,hicks,"GreaterEuropean,British",0.003992453,0.005343252,0.0037264912,0.0029068508,0.0014717154,0.88230115,0.0020573821,0.016326316,0.040997077,0.0037391735,0.027470194,0.004901678,0.0047662957,Non-African
160,bca marcelino,2,marcelino,"GreaterEuropean,WestEuropean,Italian",0.0003183481,0.00037220045,0.0001038353,0.0011980092,0.0011804621,0.0041810386,0.0021106722,0.005255575,0.01885722,0.0053481935,0.15045775,0.80806583,0.0025509084,Non-African
273,d frere,2,frere,"GreaterEuropean,British",0.0041902065,0.0011960055,0.0059837643,0.011226414,0.0047723567,0.41291973,0.013118153,0.035475243,0.2050342,0.010851746,0.200963,0.07561852,0.018650627,Non-African
245,cm peng,2,peng,"Asian,GreaterEastAsian,EastAsian",0.8373723,0.0019579523,0.0058790124,0.005201319,0.002450029,0.08622887,0.005021972,0.007522323,0.013473985,0.0025212227,0.016112167,0.0036534178,0.012605452,Non-African
438,gj witkowski,2,witkowski,"GreaterEuropean,WestEuropean,Germanic",0.002532244,0.0039743795,0.028840533,0.0049428428,0.0075396486,0.117107056,0.045330368,0.23444945,0.1843125,0.31388372,0.010486753,0.029247094,0.017353421,Non-African
182,c deliss,2,deliss,"GreaterEuropean,WestEuropean,French",0.0038507597,0.00076409185,0.0005770942,0.005893104,0.0056199045,0.3138404,0.0028671692,0.033485763,0.5563435,0.021462604,0.008213058,0.023904081,0.02317858,Non-African
192,c ianniciello,2,ianniciello,"GreaterEuropean,WestEuropean,Italian",3.5196525e-05,9.533725e-05,5.1735293e-05,0.0013367946,1.6550424e-05,0.0062394203,5.1348645e-05,0.0018150616,0.0025124107,0.00029269033,0.043274645,0.94425535,2.3372357e-05,Non-African
391,f sarr,2,sarr,"GreaterEuropean,British",0.0044688843,0.0060257227,0.009379407,0.005735048,0.08446575,0.55691695,0.013756325,0.09626759,0.12978278,0.022507992,0.043158956,0.01752398,0.010010643,African
379,f greenland,2,greenland,"GreaterEuropean,British",0.028301988,0.0016755005,0.0023130728,0.00050053006,0.0002683814,0.7604329,0.006534516,0.08640957,0.08028921,0.009085856,0.009046125,0.0033281194,0.0118143475,Non-African
195,c jeppesen,2,jeppesen,"GreaterEuropean,WestEuropean,Nordic",0.0015105763,0.015665786,0.004650605,0.0028601543,0.005953333,0.05574209,0.01349702,0.034167014,0.004609892,0.030854411,0.0115842,0.014184484,0.80472046,Non-African
320,e edwards,2,edwards,"GreaterEuropean,British",0.004804111,0.0017511095,0.009172257,0.0022057083,0.0028433574,0.92174,0.0013238057,0.013481998,0.021440715,0.0019320517,0.012170693,0.0044558807,0.0026783338,Non-African
316,e colombey,2,colombey,"GreaterEuropean,British",0.0021914882,0.00020305921,0.0016247192,0.0075094313,0.0003987411,0.8348298,0.00075220776,0.0057390006,0.11801351,0.0007351211,0.018180583,0.009588409,0.00023396927,Non-African
272,d forde,2,forde,"GreaterEuropean,WestEuropean,Hispanic",0.009308335,0.005765038,0.021789363,0.020662813,0.00376073,0.23489977,0.044460118,0.07043087,0.11080019,0.03737622,0.24598569,0.13685648,0.0579044,Non-African
554,j zetterstrom-sharp,2,zetterstrom-sharp,"GreaterEuropean,British",0.000114064715,6.9719645e-05,3.94334e-05,0.0004987882,0.0007032589,0.99598384,2.1149854e-05,0.0012142896,0.00029449546,0.0002092091,0.00021585712,0.0004740793,0.00016186915,Non-African
460,h howes,2,howes,"GreaterEuropean,British",0.0016356847,0.0038718448,0.0020284946,0.001876423,0.00083371013,0.9708828,0.00046225023,0.005020941,0.0043882057,0.00091508834,0.0034728497,0.00082568795,0.0037859194,Non-African
0,a adebajo,2,adebajo,"GreaterAfrican,Africans",0.0015961467,0.008708966,0.0023586955,0.87534106,0.017927846,0.04205019,0.0034982082,0.014950705,0.013893092,0.002410643,0.01339241,0.003790391,8.174839e-05,African
561,jbw de grecourt,2,de grecourt,"GreaterEuropean,WestEuropean,French",0.00032023137,0.0004241781,0.0006562767,6.9497306e-05,9.874592e-05,0.11948568,0.0023777476,0.0028360242,0.8529179,0.0022965826,0.0048503317,0.013343311,0.00032352042,Non-African
984,sk kent,2,kent,"GreaterEuropean,British",0.0035722603,0.0021166587,0.0058454694,0.0028171293,0.0059103253,0.8694662,0.008107226,0.045981575,0.009404663,0.01743271,0.011076705,0.004999423,0.013269501,Non-African
905,r peters,2,peters,"GreaterEuropean,British",0.023770848,0.0077788234,0.01740756,0.0077307634,0.0032186012,0.7341288,0.016713174,0.049408622,0.05653955,0.021652168,0.02274818,0.036664885,0.002237995,Non-African
918,rg berry,2,berry,"GreaterEuropean,British",0.0016445054,0.00023569091,0.0010307465,0.0050122426,0.004767285,0.6867592,0.0022071658,0.015336277,0.19119805,0.0014642018,0.03589236,0.047665205,0.0067870445,Non-African
949,s longair,2,longair,"GreaterEuropean,British",0.0043503577,0.00024031154,0.111895435,0.08963144,0.074485,0.31189305,0.005740861,0.11293675,0.18824334,0.005333553,0.036513794,0.054126732,0.004609421,Non-African
957,s picton,2,picton,"GreaterEuropean,British",0.005424153,0.0076186825,0.0019371535,0.0040381164,0.00055190397,0.880197,0.0014577534,0.029114267,0.040746864,0.0010105929,0.0062522753,0.019208001,0.0024432605,Non-African
972,sa hardy,2,hardy,"GreaterEuropean,British",0.0037823746,0.001960239,0.043580614,0.008601169,0.010299578,0.8602761,0.0016537395,0.026316877,0.023157109,0.0021511537,0.006516652,0.0067247343,0.0049797837,Non-African
974,sb chebanenko,2,chebanenko,"GreaterEuropean,EastEuropean",0.00018808125,0.00018974232,0.00063491956,0.058446143,0.04600905,0.005791697,0.87503207,0.0039757667,0.006513563,0.0006589931,0.0017155453,0.0006750905,0.00016916684,Non-African
977,se weil,2,weil,"GreaterEuropean,Jewish",0.06932065,0.0057882085,0.030549416,0.0014644953,0.018270722,0.1769485,0.025894934,0.28687432,0.117855445,0.17740992,0.043159544,0.004713327,0.041750528,Non-African
979,sh dudley,2,dudley,"GreaterEuropean,British",0.0035310339,0.00015701013,0.025354927,0.0047719856,0.00063435466,0.8903017,0.0032468988,0.008141672,0.04493682,0.006642853,0.008158889,0.0034383617,0.00068343675,Non-African
1002,t beaufils,2,beaufils,"GreaterEuropean,British",0.006443619,0.0049697403,0.0010906499,0.0036972975,0.0034539762,0.8994113,0.004820822,0.022975009,0.020391578,0.0020337417,0.008933905,0.018524252,0.0032539759,Non-African
868,pdund du progres,2,du progres,"GreaterEuropean,WestEuropean,French",0.00031308466,2.1172038e-05,0.01294177,0.003455489,0.00052930426,0.016344631,0.008500883,0.0015401547,0.93839014,0.01052441,0.0018498952,0.004350211,0.0012388455,Non-African
1008,t jenkins,2,jenkins,"GreaterEuropean,British",0.0028742396,0.007804939,0.003888312,0.0006778643,0.0007881168,0.93670934,0.00065828365,0.00911092,0.011700606,0.008445689,0.010900711,0.0025598684,0.003881282,Non-African
1019,t thiemeyer,2,thiemeyer,"GreaterEuropean,WestEuropean,Germanic",0.0032742228,0.0030922845,0.003487989,0.010491027,0.0019024733,0.0969524,0.025420515,0.054203205,0.23333795,0.48815802,0.048811276,0.020510562,0.010357975,Non-African
1027,u eco,2,eco,"GreaterEuropean,WestEuropean,Hispanic",0.0073484364,0.0042262594,0.0032824615,0.015927248,0.010058716,0.051353857,0.006608259,0.02856688,0.067091726,0.0087512275,0.6810954,0.11077759,0.0049120146,Non-African
1032,v bellelli,2,bellelli,"GreaterEuropean,WestEuropean,Italian",0.00022695895,5.047172e-05,0.0009396445,0.0039103646,0.0021574807,0.019392608,0.00084456336,0.0024191183,0.10526712,0.0017972286,0.06563949,0.7913344,0.006020608,Non-African
1035,v golding,2,golding,"GreaterEuropean,British",0.0013432121,0.0011962132,0.014435369,0.0042585656,0.0054687383,0.8402966,0.019661725,0.047036253,0.0097624585,0.01398435,0.027079524,0.0011137382,0.014363267,Non-African
1050,w klooster,2,klooster,"GreaterEuropean,Jewish",0.0024212992,0.0016491123,0.0012929603,0.002682782,0.0020735608,0.15232381,0.026586311,0.26012114,0.07236901,0.25502443,0.059148766,0.03589911,0.12840763,Non-African
1066,y gagou,2,gagou,"GreaterAfrican,Africans",0.0025265035,0.0010803099,0.0042085447,0.42522252,0.0058127563,0.15025093,0.044328347,0.053754803,0.26012978,0.00029488292,0.048079297,0.003935749,0.00037548036,African
1075,zs strother,2,strother,"GreaterEuropean,British",0.002828442,0.003954678,0.0024955734,0.001363675,0.0010534292,0.86482626,0.0021102498,0.068057686,0.021053381,0.011042092,0.013549559,0.004032892,0.0036320249,Non-African
889,r dhaouadi,2,dhaouadi,"GreaterAfrican,Muslim",0.0019336168,0.00016105898,0.33212814,0.17550692,0.45658848,0.009086338,0.00019793239,0.0002623639,0.021755498,7.766412e-06,0.0012111464,0.00090731995,0.00025339535,African
866,p wood,2,wood,"GreaterEuropean,British",0.0055549545,0.009090277,0.0043997928,0.00058456237,0.0007143765,0.9422009,0.0043996796,0.015473319,0.006241403,0.0035986633,0.003454542,0.003915142,0.00037227574,Non-African
578,jm carey,2,carey,"GreaterEuropean,British",0.0111861555,0.0023105487,0.0013830642,0.0059055863,0.0077931774,0.7245585,0.004022174,0.03391668,0.11539813,0.003489951,0.049098015,0.036883507,0.004054691,Non-African
727,m o'neill,2,o'neill,"GreaterEuropean,British",0.005697433,0.01223947,0.001628634,0.00067176705,0.0006830076,0.94646484,0.00066291005,0.006014275,0.003397892,0.0012810394,0.014051444,0.0017505033,0.005456625,Non-African
582,jn oriji,2,oriji,"Asian,GreaterEastAsian,Japanese",0.023062604,0.79586285,0.022754408,0.14088647,0.0039199935,0.0031924883,0.001996769,0.002092646,0.0013067056,0.00017223637,0.0030180349,0.0016317161,0.00010302098,African
586,jp feldman,2,feldman,"GreaterEuropean,Jewish",0.0014972962,0.002162946,0.00029828504,0.0015426456,0.0010936075,0.18894187,0.026419008,0.7342677,0.013172141,0.012864107,0.007211043,0.009810054,0.0007193137,Non-African
606,k lagat,2,lagat,"GreaterEuropean,WestEuropean,French",0.0016442419,0.00057407847,0.012601337,0.02871766,0.042703416,0.10207379,0.025319926,0.07854716,0.49290204,0.015653966,0.1076683,0.07731158,0.014282475,African
113,ap lombardo,2,lombardo,"GreaterEuropean,WestEuropean,Italian",0.00046822403,0.00027656008,0.0007798898,0.0010821498,0.0002219302,0.012933007,0.00014543188,0.010243538,0.013669015,0.0009269625,0.1125735,0.84637356,0.00030619418,Non-African
626,kg siehr,2,siehr,"GreaterEuropean,Jewish",0.0013678791,0.00028721275,0.0017928747,0.033065602,0.012103849,0.096788324,0.23506962,0.28874624,0.01335412,0.24430647,0.0020530566,0.0076779304,0.06338688,Non-African
628,kl campbell,2,campbell,"GreaterEuropean,British",0.008065076,0.0054266085,0.0050028535,0.0019651474,0.0013062888,0.8618946,0.003872684,0.059977025,0.023142971,0.0027883723,0.012754903,0.0036725763,0.010130808,Non-African
646,l forster,2,forster,"GreaterEuropean,British",0.003994998,0.00255825,0.0052506374,0.0065154233,0.0010763395,0.8516557,0.016484164,0.069032565,0.014406443,0.009842618,0.005243627,0.008063991,0.005875233,Non-African
699,m du plessis,2,du plessis,"GreaterEuropean,WestEuropean,French",0.00033218972,5.528043e-05,0.00038725996,0.04646078,0.0014617101,0.03603682,0.016426098,0.0031786887,0.84680074,0.012416806,0.0039332034,0.029679203,0.0028312786,Non-African
729,m orabona,2,orabona,"GreaterEuropean,WestEuropean,Italian",0.0013573943,0.0037715072,0.0010709177,0.029001378,0.0008995012,0.013957127,0.010143621,0.026082236,0.041674368,0.0009372338,0.31288707,0.5578136,0.00040404446,Non-African
837,p dupont,2,dupont,"GreaterEuropean,WestEuropean,French",0.0004140307,0.00023987617,0.0049250033,0.0054624574,0.0007683588,0.084151976,0.011141425,0.0036008495,0.8426375,0.0011566156,0.010259773,0.03080168,0.0044404697,Non-African
734,m quadraro,2,quadraro,"GreaterEuropean,WestEuropean,Italian",0.0011433357,0.0016350693,0.00053567445,0.023812998,0.00474003,0.022132032,0.0014458639,0.040715653,0.04796719,0.00797607,0.37116855,0.47642854,0.0002989173,Non-African
737,m skrydstrup,2,skrydstrup,"GreaterEuropean,WestEuropean,Nordic",3.4679997e-05,8.232486e-06,3.334392e-05,7.342336e-05,6.1856063e-06,0.0065177265,0.00015139859,8.0885264e-05,6.379656e-05,6.429876e-05,1.7204426e-05,5.1493927e-05,0.9928973,Non-African
746,m wilson,2,wilson,"GreaterEuropean,British",0.0039466573,0.0081019,0.0019696604,0.0030047041,0.00054609886,0.8775148,0.002187998,0.0411318,0.011846884,0.002108289,0.033846375,0.0075757173,0.0062191146,Non-African
786,n greani,2,greani,"GreaterEuropean,WestEuropean,Italian",0.0007752664,0.0012579088,0.0009132301,0.0011330593,0.0007626769,0.019703927,0.00821864,0.014340672,0.02503126,0.0028628793,0.13527106,0.78726,0.00246943,Non-African
800,ngw curtis,2,curtis,"GreaterEuropean,British",0.0032258907,0.0014814106,0.0040448634,0.009776453,0.003134379,0.8100621,0.0033378038,0.02899925,0.05060431,0.0069453204,0.0239536,0.048839822,0.0055947583,Non-African
805,o akenzua ii,2,akenzua ii,"GreaterAfrican,Muslim",0.0044668047,0.0023681892,0.006738759,0.019410614,0.57334596,0.05744541,0.02576328,0.0058674486,0.06382177,0.0015435134,0.20270996,0.03476143,0.0017568519,African
829,p boele van hensbroek,2,boele van hensbroek,"GreaterEuropean,WestEuropean,Germanic",0.00026853842,0.00016508694,0.00012374102,0.00022554642,0.005161024,0.047198903,0.12888615,0.17097706,0.1081744,0.44537255,0.04962724,0.03839046,0.0054292185,Non-African
835,p decraene,2,decraene,"GreaterEuropean,WestEuropean,French",0.016110495,0.0056905085,0.002462341,0.002152786,0.0024172552,0.23948133,0.014539031,0.014015716,0.4391453,0.0025124862,0.04342941,0.21353573,0.0045076846,Non-African
140,b kuster,2,kuster,"GreaterEuropean,Jewish",0.0018245551,0.0005741891,0.007960989,0.028038962,0.012743083,0.071502425,0.16915102,0.5042282,0.021300811,0.11347469,0.031810835,0.02409162,0.013298614,Non-African
539,j picton,2,picton,"GreaterEuropean,British",0.005424153,0.0076186825,0.0019371535,0.0040381164,0.00055190397,0.880197,0.0014577534,0.029114267,0.040746864,0.0010105929,0.0062522753,0.019208001,0.0024432605,Non-African
93,ab collective,2,collective,"GreaterEuropean,British",0.015211689,0.005061276,0.0038271178,0.0012630103,0.015319489,0.7267038,0.014643755,0.060595434,0.033171143,0.005395745,0.035947103,0.07355945,0.0093009295,Non-African
12,a de angelis,2,de angelis,"GreaterEuropean,WestEuropean,Italian",0.0010146794,0.010027302,0.003221047,0.00252318,0.00697691,0.0239964,0.0009271817,0.0096259555,0.107848,0.005283008,0.28596935,0.5368507,0.0057362425,Non-African
85,a weigand,2,weigand,"GreaterEuropean,British",0.043520387,0.0015786781,0.019905444,0.0063543604,0.0054730778,0.49467072,0.008292546,0.11162841,0.028651912,0.021670867,0.0053209984,0.0035738284,0.24935886,Non-African
49,a michael,2,michael,"GreaterEuropean,British",0.021121671,0.00090283685,0.029157652,0.038948443,0.1136987,0.3271735,0.02744569,0.225001,0.18323494,0.0064047943,0.012221311,0.013856879,0.00083259976,Non-African
24,a frega,2,frega,"GreaterEuropean,WestEuropean,Hispanic",0.00041027548,0.0010442473,0.027158264,0.03601514,0.0061700903,0.029607942,0.034515467,0.015887512,0.037689734,0.014337592,0.63279235,0.15641671,0.007954692,Non-African
