,index,surname,count,has_nums,no_words,no_letters,race,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",african
11,1129,senckenberg,11,0,2,22,"GreaterEuropean,Jewish",0.0035179895,0.002682913,8.2039056e-05,0.00048028363,0.0006508874,0.034634557,0.046796076,0.6837632,0.031167053,0.11309002,0.028419977,0.010724449,0.043990444,Non-African
12,534,hennig,11,0,4,24,"GreaterEuropean,British",0.0022514008,0.012695944,0.0677309,0.014391881,0.11071472,0.35575947,0.021592187,0.13215606,0.03035371,0.15741558,0.029573534,0.01512939,0.05023521,Non-African
13,1262,vennen,10,0,1,6,"GreaterEuropean,British",0.005148727,0.0032630519,0.0037741761,0.0032478857,0.0045966273,0.36782068,0.01263385,0.113564044,0.11324546,0.08694266,0.06085167,0.030219935,0.19469133,Non-African
14,204,branca,10,0,1,6,"GreaterEuropean,WestEuropean,Hispanic",0.0011243583,0.002229531,0.01778223,0.010910762,0.0078071617,0.024502086,0.0050605703,0.022441955,0.028215112,0.0018050628,0.4438547,0.43239948,0.00186697,Non-African
15,813,maier,10,0,2,10,"GreaterEuropean,WestEuropean,French",0.02401021,0.008379304,0.014835627,0.0042520515,0.014591032,0.14692765,0.021907777,0.07116919,0.5066348,0.10520905,0.024126206,0.009767847,0.04818925,Non-African
16,607,janensch,10,0,1,8,"GreaterEuropean,WestEuropean,Germanic",0.004200449,0.0004698352,0.0007884116,0.0029866924,0.005627092,0.017434943,0.06285151,0.23382872,0.07669075,0.5445854,0.032128595,0.010503742,0.007903896,Non-African
17,1187,stoecker,9,0,2,16,"GreaterEuropean,Jewish",0.0033951574,0.015629128,0.001056557,0.0024219938,0.0017957118,0.13054061,0.073059715,0.48901784,0.037320644,0.12587258,0.052982267,0.015308575,0.05159919,Non-African
18,1222,thiemeyer,9,0,1,9,"GreaterEuropean,WestEuropean,Germanic",0.0032742228,0.0030922845,0.003487989,0.010491027,0.0019024733,0.0969524,0.025420515,0.054203205,0.23333795,0.48815802,0.048811276,0.020510562,0.010357975,Non-African
19,1072,sacony,8,0,1,6,"GreaterEuropean,WestEuropean,French",0.00951616,0.007999826,0.0036449574,0.083040275,0.041506056,0.24688089,0.03770281,0.07911889,0.2534547,0.009433194,0.049275085,0.17655854,0.0018686044,Non-African
20,1068,saanane,8,0,2,14,"GreaterAfrican,Africans",0.0016294091,0.010762694,0.15617578,0.43356496,0.17741223,0.04208574,0.01028507,0.030716488,0.040195078,0.008927483,0.035701554,0.010482131,0.042061348,African
21,1350,wissenschaft,8,0,7,84,"GreaterEuropean,Jewish",0.0048633064,0.00089911424,0.0004459938,0.006946674,0.07454801,0.11962371,0.06438864,0.45552146,0.033957276,0.19777018,0.013724569,0.022680663,0.0046303384,Non-African
22,109,ausgrabung,8,0,6,60,"GreaterEuropean,British",0.02305383,0.0009906434,0.0015422929,0.14106159,0.03521956,0.4918514,0.008006654,0.0024265733,0.0724542,0.03969599,0.07506333,0.0016352938,0.10699863,Non-African
23,1388,zugriff,8,0,1,7,"GreaterEuropean,Jewish",0.0014287616,0.0005525429,0.0027831485,0.0021332281,0.038214173,0.13460164,0.11352683,0.39627805,0.1658938,0.02176257,0.087348245,0.012109645,0.02336737,Non-African
24,459,geschichte,8,0,3,30,"GreaterEuropean,WestEuropean,Germanic",0.00081494293,0.00075754785,0.0013086912,0.0030094243,0.00015932118,0.0153430505,0.026432157,0.004693373,0.08837907,0.8358026,0.002530148,0.009759173,0.011010511,Non-African
25,351,erinnerungsorte,8,0,3,45,"GreaterEuropean,WestEuropean,Nordic",0.028522952,0.0038088937,0.0074930964,0.004218816,0.021823328,0.022257803,0.14172572,0.008762762,0.11324568,0.005276262,0.032131627,0.038596362,0.5721367,Non-African
26,467,getty,7,0,3,15,"GreaterEuropean,British",0.03300645,0.0024342928,0.018321654,0.01851411,0.0055372794,0.6615195,0.012506427,0.006783139,0.19679953,0.0051656575,0.017367508,0.01568465,0.006359781,Non-African
27,1347,wirken,6,0,1,6,"GreaterEuropean,British",0.006258905,0.0017545808,0.014840946,0.0066233515,0.055980854,0.4849416,0.026279675,0.15578564,0.032177012,0.059072305,0.03823341,0.00184019,0.11621157,Non-African
28,1313,waren,6,0,5,25,"GreaterEuropean,British",0.1334602,0.020463116,0.008006739,0.009688477,0.02217544,0.30551952,0.018476328,0.23352817,0.12871477,0.066578306,0.03925006,0.008163767,0.0059751435,Non-African
29,979,peters,6,0,2,12,"GreaterEuropean,British",0.023770848,0.0077788234,0.01740756,0.0077307634,0.0032186012,0.7341288,0.016713174,0.049408622,0.05653955,0.021652168,0.02274818,0.036664885,0.002237995,Non-African
30,115,ausstellung,6,0,3,33,"GreaterEuropean,WestEuropean,French",0.0007342803,5.8586073e-05,0.00020497949,0.017805673,0.0017883274,0.14636114,0.008929831,0.0029720943,0.7171329,0.02179068,0.022167023,0.00281312,0.05724135,Non-African
31,404,fraas,6,0,2,10,"GreaterEuropean,WestEuropean,Germanic",0.000939581,0.0003693711,0.0009416829,0.0022921162,0.0006959574,0.053991754,0.014180326,0.20177713,0.00549709,0.6107651,0.0016305492,0.0016541318,0.10526526,Non-African
32,809,magori,6,0,1,6,"GreaterEuropean,WestEuropean,Italian",0.017734898,0.069827035,0.086819164,0.09137758,0.01682568,0.048139654,0.0573273,0.03984177,0.04928445,0.0031377526,0.07025295,0.44829667,0.0011351081,Non-African
33,1220,theropoda,5,0,1,9,"GreaterEuropean,EastEuropean",0.0012404423,0.0079955,0.16388892,0.0046076025,0.006634087,0.06552275,0.6323683,0.010827639,0.023042522,0.020796305,0.031074457,0.031328443,0.000672993,Non-African
34,838,medien,5,0,2,12,"GreaterEuropean,WestEuropean,French",0.026308876,0.0019631735,0.0019105582,0.09504746,0.020176988,0.112123296,0.0065344325,0.039544974,0.5179841,0.10014107,0.04465533,0.00941219,0.024197513,Non-African
35,531,heinrich,5,0,3,24,"GreaterEuropean,Jewish",0.0041363374,0.0010963726,0.001991287,0.0006594891,0.011637214,0.057303403,0.07888889,0.4884294,0.045517184,0.2003025,0.06507909,0.025946023,0.01901286,Non-African
36,1061,ruckgabe,5,0,4,32,"GreaterEuropean,British",0.004035978,0.0009561062,0.0015768802,0.0075042094,0.0018976997,0.8701259,0.00073895085,0.043142207,0.044598453,0.012853569,0.01008276,0.0018017256,0.00068553706,Non-African
37,790,lindi,5,0,3,15,"GreaterEuropean,WestEuropean,Italian",0.012893497,0.02947718,0.076398455,0.032006286,0.015904354,0.08412498,0.062236205,0.04742545,0.075227015,0.022834148,0.15954666,0.35710633,0.024819456,Non-African
38,646,kgsg,5,0,2,8,"Asian,GreaterEastAsian,EastAsian",0.38602218,0.0048576086,0.0027589418,0.024650522,0.089390844,0.15067887,0.021023009,0.064299576,0.023693632,0.003013672,0.015863953,0.013261881,0.20048529,Non-African
39,600,jahr,5,0,4,16,"GreaterAfrican,Muslim",0.0009320976,0.0013153711,0.03248053,0.008399078,0.27689362,0.101068564,0.0348704,0.15000159,0.046662565,0.12356238,0.036394566,0.0049870806,0.18243223,African
40,143,beds,5,0,2,8,"GreaterEuropean,British",0.0024715401,0.012720621,0.02776033,0.002427486,0.0084856525,0.6699961,0.009024311,0.19795349,0.020191694,0.008519974,0.007990382,0.014173047,0.018285388,Non-African
41,1377,zimmerer,5,0,2,16,"GreaterEuropean,British",0.0048583057,0.0038855216,0.023885291,0.012606427,0.004126078,0.30155525,0.013664178,0.14652866,0.13416485,0.20611942,0.048736773,0.08769947,0.012169765,Non-African
42,1278,verlag,5,0,5,30,"GreaterEuropean,British",0.0019087455,0.0026640282,0.008379209,0.008785381,0.0048030177,0.5321194,0.038168076,0.09361007,0.10699028,0.099600054,0.051647894,0.028111005,0.023212783,Non-African
43,1083,sanaane,4,0,1,7,"GreaterAfrican,Africans",0.0040539247,0.050430555,0.0170935,0.36154833,0.116780415,0.10960189,0.016251212,0.03412095,0.07926134,0.0056541376,0.04279814,0.04152782,0.12087774,African
44,1088,sattler,4,0,2,14,"GreaterEuropean,British",0.0030247685,0.00041624752,0.011018838,0.003531286,0.0060357265,0.7224515,0.019640768,0.1714712,0.030530252,0.007509771,0.006622839,0.0064877984,0.01125898,Non-African
45,421,fundstelle,4,0,3,30,"GreaterEuropean,British",0.012058237,0.0010657596,0.011922594,0.031045565,0.0016320434,0.6348551,0.030356215,0.03683614,0.15701379,0.012237076,0.027500225,0.027916806,0.0155605,Non-African
46,1280,vermessung,4,0,1,10,"GreaterEuropean,WestEuropean,French",0.09150737,0.009884619,0.0047285147,0.01520729,0.008876276,0.14318039,0.0069435085,0.004249501,0.27832016,0.26632285,0.032371033,0.0022588738,0.13614967,Non-African
47,914,nerinella,4,0,1,9,"GreaterEuropean,WestEuropean,Italian",0.00020254463,0.00064851966,0.009958577,0.0031431112,0.001104948,0.038536675,0.002346867,0.0029062347,0.049386933,0.0034453592,0.19442894,0.6936387,0.00025267026,Non-African
48,686,kolonie,4,0,3,21,"GreaterAfrican,Africans",0.026232125,0.009817588,0.0030216402,0.3144365,0.006459538,0.307677,0.131318,0.080045395,0.016596373,0.027630607,0.06846719,0.0050511006,0.0032469356,African
49,71,archaeopteryx,4,0,1,13,"GreaterEuropean,EastEuropean",0.017119875,0.017941844,0.01046678,0.0018636729,0.0893442,0.27546754,0.288614,0.006039495,0.020191278,0.0033539312,0.06490318,0.20245753,0.0022366655,Non-African
50,1027,record,4,0,1,6,"GreaterEuropean,British",0.0067868573,0.0013629744,0.0025682196,0.00031798694,0.0017711718,0.6396223,0.0060144276,0.038811233,0.27996662,0.0047124033,0.007848712,0.009333255,0.00088383723,Non-African
51,142,bedeutung,4,0,2,18,"Asian,GreaterEastAsian,EastAsian",0.5049385,0.012330431,0.0034203304,0.010712123,0.009790283,0.09992473,0.008880046,0.0090797,0.255538,0.04070165,0.031352,0.0012364418,0.012095863,Non-African
52,537,henning,4,0,2,14,"GreaterEuropean,British",0.0011791307,0.0011077869,0.012277928,0.0054692044,0.0064400434,0.8909162,0.0025167507,0.01175858,0.009216652,0.012501578,0.024104638,0.0012413051,0.021270178,Non-African
53,698,konkurrenz,4,0,4,40,"GreaterEuropean,WestEuropean,Italian",0.0017009121,0.004328039,0.011483224,0.018898804,0.0041304226,0.030205509,0.028640898,0.12314578,0.036157507,0.10312656,0.27265096,0.3597922,0.0057390598,Non-African
54,1127,senat,4,0,2,10,"Asian,IndianSubContinent",0.006054159,0.008348057,0.3458336,0.022896226,0.062279496,0.02617164,0.012302366,0.16553235,0.25012094,0.0048859874,0.05164617,0.041466095,0.0024629151,Non-African
55,1339,wiedemann,4,0,3,27,"GreaterEuropean,WestEuropean,Germanic",0.0014815881,0.0007411053,0.00035932736,0.00045583406,0.00027943574,0.026845692,0.028316908,0.11023788,0.03140298,0.7228067,0.011582649,0.010429172,0.055060722,Non-African
56,780,lema,4,0,2,8,"GreaterEuropean,WestEuropean,Hispanic",0.019541636,0.0045511755,0.025561769,0.093126886,0.04937766,0.047008045,0.055011064,0.028425526,0.14850037,0.028990628,0.28383702,0.18558036,0.030487843,Non-African
57,1394,zusammenarbeit,4,0,4,56,"GreaterEuropean,WestEuropean,French",0.0018334547,0.0014790525,0.006001794,0.008524828,0.010271927,0.041823,0.006430056,0.08003174,0.48232484,0.03335257,0.18233308,0.13624753,0.009346043,Non-African
58,17,afrika,4,0,2,12,"GreaterAfrican,Africans",0.007811045,0.019286342,0.040596757,0.5526664,0.2368341,0.011772545,0.029315481,0.05855031,0.01998993,0.0009944955,0.01566216,0.0056053293,0.0009150056,African
59,337,erde,4,0,1,4,"GreaterEuropean,WestEuropean,Hispanic",0.0065959617,0.004846925,0.03565212,0.10535766,0.11359578,0.09236855,0.04285944,0.041868806,0.11272158,0.14552417,0.24336702,0.029309774,0.025932219,Non-African
60,815,maji,4,0,1,4,"Asian,IndianSubContinent",0.06565899,0.19298069,0.44117948,0.06158236,0.042536736,0.055037204,0.010061065,0.023934048,0.041282464,0.0028645427,0.015310823,0.04645255,0.0011190005,Non-African
61,1144,size,4,0,1,4,"GreaterEuropean,WestEuropean,French",0.022414984,0.012897531,0.0039539104,0.21594293,0.07242231,0.0553187,0.061212044,0.0522117,0.365892,0.0015091834,0.11573005,0.01980506,0.00068961456,Non-African
62,611,jedoch,4,0,4,24,"GreaterEuropean,Jewish",0.0049182586,0.0008613339,0.0029134827,0.025710335,0.03738625,0.2381601,0.046838682,0.32637522,0.16745214,0.03653406,0.08637686,0.010834434,0.015638867,Non-African
63,800,luderitz,4,0,1,8,"GreaterEuropean,WestEuropean,Germanic",0.001754846,0.014965395,0.0024937182,0.0037623562,0.020707352,0.09694228,0.09241443,0.23317277,0.09980527,0.28067726,0.07281756,0.052645147,0.027841572,Non-African
64,1021,rechenberg,4,0,2,20,"GreaterEuropean,Jewish",0.0072704395,0.0026414006,0.00016574853,0.00056616677,0.001874708,0.045261897,0.07082466,0.70242214,0.034695763,0.077646576,0.018804595,0.0067231786,0.03110273,Non-African
65,728,kronland,4,0,2,16,"GreaterEuropean,WestEuropean,Nordic",0.008677395,0.00032944142,0.0037151373,0.002077759,0.0037251867,0.067705005,0.016728342,0.024824273,0.007854991,0.16539949,0.016304988,0.0019776158,0.68068033,Non-African
66,1113,schwarz,4,0,3,21,"GreaterEuropean,Jewish",0.0009062895,0.00091397925,0.0014567148,0.00095629995,0.002144467,0.04082311,0.09053265,0.5637472,0.03079971,0.19615258,0.020570032,0.04403725,0.0069596493,Non-African
67,703,kontexten,4,0,1,9,"GreaterEuropean,British",0.0022331954,0.0008338616,0.0028890877,0.008278132,0.00036839204,0.32687348,0.14724237,0.20533624,0.006036428,0.027675513,0.011353267,0.0016213432,0.25925866,Non-African
68,984,photogrammetrie,4,0,1,15,"GreaterEuropean,British",0.008429037,0.00016100751,0.08891311,0.032124013,0.0023101422,0.48893404,0.04164504,0.011597908,0.22528724,0.018396065,0.01530182,0.021275144,0.045625392,Non-African
69,125,baer,4,0,1,4,"GreaterEuropean,British",0.0074411593,0.011357061,0.0573068,0.016483892,0.016666906,0.33204332,0.063750625,0.18369019,0.08027808,0.09305807,0.011156708,0.11348258,0.013284655,Non-African
70,506,grutters,3,0,1,8,"GreaterEuropean,British",0.025556486,0.0080553545,0.0052237683,0.0016754474,0.005005818,0.70327926,0.019457892,0.047385864,0.052464023,0.03187508,0.021119127,0.06889152,0.010010361,Non-African
71,1208,tamborini,3,0,1,9,"GreaterEuropean,WestEuropean,Italian",0.0012725382,0.014713768,0.008899046,0.03005148,0.006706621,0.028405482,0.009327819,0.007049564,0.02463583,0.0013910927,0.028749246,0.8382645,0.0005329751,Non-African
72,975,parzinger,3,0,1,9,"GreaterEuropean,Jewish",0.0032162506,0.0038977196,0.01791174,0.0064564147,0.011799388,0.26676872,0.013196508,0.30311775,0.05727492,0.1236869,0.040786453,0.12676156,0.025125701,Non-African
73,1003,provenienzforschung,3,0,1,19,"GreaterEuropean,WestEuropean,Germanic",0.20245785,0.00416087,0.0003829616,0.017294586,0.0027497974,0.15933275,0.12755005,0.015902948,0.026465926,0.299422,0.02183185,0.005108298,0.117340125,Non-African
74,140,becker,3,0,3,18,"GreaterEuropean,WestEuropean,Germanic",0.002114471,0.0067729475,0.020433927,0.0066274344,0.0015954396,0.2086051,0.03084807,0.1051177,0.054417685,0.385754,0.14093389,0.012262521,0.024516864,Non-African
75,1202,sudwestafrika,3,0,2,26,"GreaterEuropean,British",0.0029545885,0.00040995624,0.025561154,0.100489855,0.067936435,0.48288924,0.11752587,0.024564948,0.040787656,0.036678817,0.053512387,0.04220924,0.004479786,Non-African
76,973,parque,3,0,1,6,"GreaterEuropean,British",0.0001695474,0.00050790014,0.0019878184,0.00053209765,0.000694813,0.5721525,0.00086604565,0.024917208,0.09559223,0.002059908,0.29361722,0.006795308,0.000107298125,Non-African
77,529,heimat,3,0,2,12,"GreaterAfrican,Muslim",0.0009570182,2.8703138e-05,0.010468458,0.0073645213,0.58769566,0.023607165,0.0024919414,0.1306247,0.15939678,0.025428148,0.023057247,0.004224989,0.024654675,African
78,988,platz sonne,3,0,2,11,"GreaterEuropean,WestEuropean,Italian",0.0016782228,0.0014500633,0.0011500992,0.0017287555,0.0028074498,0.15106784,0.0021702186,0.006489409,0.31462264,0.012342892,0.041081525,0.4498108,0.013600112,Non-African
79,295,download,3,0,1,8,"GreaterEuropean,British",0.0016430967,0.0026113556,0.0044808905,0.0048739696,0.0029646337,0.9547877,0.0008654412,0.0071411775,0.00906006,0.00028393237,0.010101941,0.0006982761,0.0004875213,Non-African
80,1028,rede,3,0,3,12,"GreaterEuropean,WestEuropean,Hispanic",0.002214722,0.0032415004,0.06952912,0.029118901,0.019656168,0.05497519,0.01985444,0.027924163,0.09181128,0.063801475,0.57502115,0.010424856,0.032427073,Non-African
81,159,bericht,3,0,3,21,"GreaterEuropean,Jewish",0.00010160038,0.00088657584,0.0057043987,0.0015060531,0.014051356,0.14826065,0.13437821,0.47998717,0.04404423,0.1072447,0.038215645,0.023583183,0.0020361785,Non-African
82,1170,st,3,0,3,6,"GreaterEuropean,WestEuropean,Nordic",0.0022666187,0.009027844,0.005418999,0.0011391455,0.012168018,0.1169008,0.16382092,0.14041619,0.03135122,0.13106346,0.04888064,0.075867936,0.26167822,Non-African
83,1234,trager,3,0,2,12,"GreaterEuropean,British",0.015604936,0.0033164953,0.0047955476,0.0038300257,0.0017576447,0.5180819,0.024216516,0.19904129,0.057457525,0.052227225,0.058805577,0.0372505,0.023614721,Non-African
84,1161,spaenle,3,0,1,7,"GreaterEuropean,British",0.026869513,0.010761272,5.2197658e-05,0.0057799644,0.0025343532,0.3837416,0.062143758,0.19354075,0.05958341,0.017421411,0.041893836,0.009562696,0.18611516,Non-African
85,350,erinnerungsort,3,0,1,14,"GreaterEuropean,WestEuropean,Nordic",0.048509017,0.0032686156,0.0054158447,0.0068073752,0.021440776,0.1457943,0.060657755,0.012612558,0.12544757,0.0038502684,0.004362237,0.0093326215,0.552501,Non-African
86,220,bush,3,0,1,4,"GreaterEuropean,British",0.019689431,0.0053632865,0.0073443153,0.026276283,0.023898091,0.4032807,0.015365377,0.043291096,0.38013527,0.02843736,0.022079058,0.016539514,0.008300252,Non-African
87,1245,uberreste,3,0,2,18,"GreaterEuropean,WestEuropean,French",0.0017345815,0.00071069185,0.005190729,0.0040917196,0.00025092,0.024464369,0.0013661593,0.0021181314,0.5499446,0.008233834,0.26323396,0.1346614,0.00399891,Non-African
88,1146,slavs,3,0,1,5,"GreaterEuropean,Jewish",0.00056047994,0.00010182442,0.0014708332,0.005238496,0.014217687,0.093517356,0.18861023,0.49392495,0.049451515,0.108119115,0.013913389,0.028634163,0.0022399856,Non-African
89,245,darauf,3,0,2,12,"GreaterAfrican,Muslim",0.017407611,0.0025494765,0.013330167,0.05045456,0.47053766,0.08841026,0.015189025,0.05141323,0.21122736,0.014382,0.016228752,0.03847828,0.010391568,African
90,384,finlayson,3,0,2,18,"GreaterEuropean,British",0.0009528875,0.00040387776,0.00024113641,0.0028313773,0.0007267218,0.9322056,0.003406476,0.025585366,0.019326892,0.00076477707,0.007852975,0.0021905934,0.0035112507,Non-African
91,1107,schultze,3,0,3,24,"GreaterEuropean,WestEuropean,Germanic",0.005674353,0.0029450874,0.00038007565,0.0031607086,0.0014201205,0.025402034,0.12670721,0.20154573,0.051037725,0.4432055,0.011755738,0.012139511,0.11462626,Non-African
92,196,bony,3,0,1,4,"GreaterEuropean,WestEuropean,French",0.02842009,0.0028750065,0.021906992,0.07881273,0.003881107,0.29147565,0.030006219,0.0125053525,0.38449594,0.0038716341,0.0385725,0.09173508,0.011441645,Non-African
93,795,lisowski,3,0,2,16,"GreaterEuropean,British",0.004194579,0.0075331135,0.0043466045,0.0025337979,0.0049745627,0.48094594,0.05028881,0.23580572,0.07216709,0.10219684,0.0048203417,0.024835413,0.005357174,Non-African
94,403,found,3,0,1,5,"GreaterEuropean,British",0.0024609119,0.0001378251,0.0023444793,0.0018138231,0.0025937352,0.9611802,0.0012065516,0.008414657,0.011386486,0.0013608715,0.0033988303,0.00083522114,0.0028663713,Non-African
95,1093,schade,3,0,1,6,"GreaterEuropean,WestEuropean,Germanic",0.0021461667,0.0013419561,0.0020144687,0.0038781958,0.0020755664,0.08848354,0.046713587,0.107952215,0.03748959,0.53007364,0.008370151,0.016357921,0.15310308,Non-African
96,1324,weise,3,0,2,10,"GreaterEuropean,British",0.11297617,0.00035532794,0.002801144,0.021703023,0.0026112525,0.31857303,0.01119316,0.20209521,0.031432144,0.2286592,0.01603509,0.00826282,0.04330246,Non-African
97,183,bislang,3,0,2,14,"Asian,GreaterEastAsian,EastAsian",0.46381274,0.0018435186,0.019381901,0.037760068,0.010650205,0.14749177,0.004125842,0.005284503,0.024057727,0.0395682,0.0061295195,0.0012337225,0.2386603,Non-African
98,179,bild,3,0,3,12,"GreaterEuropean,British",0.0033182432,0.012802755,0.024949646,0.0012217133,0.008998659,0.85724264,0.009978197,0.028943328,0.016545627,0.0053061945,0.0099741155,0.002660841,0.01805804,Non-African
99,302,ed,3,0,1,2,"Asian,GreaterEastAsian,EastAsian",0.3435431,0.09009394,0.016074529,0.025334904,0.08270116,0.05264945,0.0148132155,0.025371112,0.15883826,0.00832815,0.152371,0.018730862,0.011150308,Non-African
100,442,geld,3,0,3,12,"GreaterEuropean,Jewish",0.0012191028,0.0012112554,0.0059996387,0.00046200093,0.02796287,0.1533845,0.04934539,0.675008,0.01780813,0.051004134,0.007870767,0.0041781655,0.004546039,Non-African
101,454,gerhard,3,0,1,7,"GreaterEuropean,British",0.004980341,0.006009627,0.0019378844,0.0040766844,0.045744266,0.29196876,0.061487954,0.22172119,0.15903781,0.11403126,0.014555961,0.0068700234,0.06757827,Non-African
102,279,die,3,0,3,9,"GreaterEuropean,British",0.20783961,0.008997726,0.0075750984,0.048879974,0.004919244,0.33975804,0.002809369,0.027756384,0.15969649,0.002084853,0.040947832,0.005079722,0.14365573,Non-African
103,1274,verfugung,3,0,3,27,"GreaterEuropean,British",0.08616148,0.066893324,0.00067400344,0.0050417474,0.011814511,0.356992,0.043246537,0.0125680175,0.16121498,0.039817322,0.12984768,0.005334064,0.08039439,Non-African
104,265,der,3,0,2,6,"GreaterEuropean,British",0.020416185,0.0042878734,0.15309803,0.011848923,0.07271246,0.23632848,0.08135233,0.033859946,0.11186819,0.011972976,0.021600945,0.013106241,0.2275475,Non-African
105,909,naturkunde,3,0,2,20,"Asian,IndianSubContinent",0.0029894705,0.00048385403,0.88949627,0.09467223,0.0012797688,0.00503827,0.00016428051,0.00013380837,0.0017931341,0.00010269193,0.0029575655,0.00014740553,0.00074127055,Non-African
106,1393,zuruckgeben,3,0,1,11,"GreaterEuropean,WestEuropean,French",0.00067566487,0.00027171124,0.0012212539,0.00076353375,0.00097471825,0.09758425,0.046476528,0.20838633,0.3324547,0.1714323,0.06988554,0.021806682,0.048066784,Non-African
107,1340,wien,3,0,2,8,"GreaterEuropean,Jewish",0.0147508215,0.0012682491,0.00023485378,0.00046140276,0.0020404996,0.13410227,0.037872743,0.26790968,0.068348646,0.2630878,0.009029745,0.00261311,0.19828017,Non-African
108,755,lagerstatte,3,0,2,22,"GreaterEuropean,WestEuropean,French",0.0010702945,0.00013211597,0.00037311943,0.00029551893,0.0013736321,0.025406541,0.002848175,0.0051187566,0.7005929,0.022137769,0.023211546,0.16071683,0.05672277,Non-African
109,85,auf,3,0,3,9,"GreaterEuropean,WestEuropean,French",0.14806804,0.0029561785,0.04410937,0.057655856,0.14113012,0.05986982,0.05220185,0.010544245,0.23683634,0.007754645,0.035197426,0.011709047,0.19196698,Non-African
110,847,metropolen,3,0,2,20,"GreaterEuropean,EastEuropean",0.0014367556,0.0009590807,0.0021188713,0.006745949,0.011352668,0.049345225,0.6571254,0.067088656,0.003508111,0.03711671,0.003390239,0.017492054,0.1423202,Non-African
111,890,mwinyi,3,0,3,18,"GreaterAfrican,Africans",0.012875883,7.24495e-05,0.0006929658,0.96352625,0.0026542724,0.006910978,0.005139889,0.0012860824,0.0010584601,0.004564664,0.00029398964,0.00074205233,0.00018193403,African
